Latitude (decimal degrees):	49.596
Longitude (decimal degrees):	11.008
Elevation (m):	281
Radiation database:	PVGIS-ERA5


Slope: 41 deg. (optimum)
Azimuth: -6 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130203:1830,0.0,0.0,0.0,0.0,0.0,0.84,4.41,0.0
20130203:1930,0.0,0.0,0.0,0.0,0.0,0.76,5.17,0.0
20130203:2030,0.0,0.0,0.0,0.0,0.0,0.76,5.45,0.0
20130203:2130,0.0,0.0,0.0,0.0,0.0,0.58,5.59,0.0
20130203:2230,0.0,0.0,0.0,0.0,0.0,0.44,5.86,0.0
20130203:2330,0.0,0.0,0.0,0.0,0.0,0.47,6.07,0.0
20130204:0030,0.0,0.0,0.0,0.0,0.0,0.57,6.28,0.0
20130204:0130,0.0,0.0,0.0,0.0,0.0,0.54,6.28,0.0
20130204:0230,0.0,0.0,0.0,0.0,0.0,0.7,6.0,0.0
20130204:0330,0.0,0.0,0.0,0.0,0.0,0.89,5.66,0.0
20130204:0430,0.0,0.0,0.0,0.0,0.0,1.09,5.31,0.0
20130204:0530,0.0,0.0,0.0,0.0,0.0,1.1,5.03,0.0
20130204:0630,0.0,0.0,0.0,0.0,-2.95,1.3,4.97,0.0
20130204:0730,3.28,0.0,11.87,0.32,5.65,0.96,4.69,0.0
20130204:0830,17.05,0.0,31.21,0.85,13.14,1.14,4.69,0.0
20130204:0930,34.24,0.0,51.96,1.42,19.04,1.35,4.21,0.0
20130204:1030,68.51,6.16,84.22,2.35,22.85,1.71,4.07,0.0
20130204:1130,65.01,1.32,85.43,2.35,24.17,2.22,5.1,0.0
20130204:1230,31.08,0.77,47.7,1.31,22.84,2.62,5.31,0.0
20130204:1330,13.46,0.11,26.64,0.73,19.02,3.08,5.38,0.0
20130204:1430,5.25,0.0,15.17,0.41,13.12,3.64,5.38,0.0
20130204:1530,0.33,0.0,6.24,0.17,5.63,4.03,5.45,0.0
20130204:1630,0.0,0.0,0.0,0.0,-2.98,4.3,5.17,0.0
20130204:1730,0.0,0.0,0.0,0.0,0.0,4.43,4.69,0.0
20130204:1830,0.0,0.0,0.0,0.0,0.0,4.52,4.62,0.0
20130204:1930,0.0,0.0,0.0,0.0,0.0,4.46,5.1,0.0
20130204:2030,0.0,0.0,0.0,0.0,0.0,4.59,5.03,0.0
20130204:2130,0.0,0.0,0.0,0.0,0.0,4.77,4.76,0.0
20130204:2230,0.0,0.0,0.0,0.0,0.0,4.84,4.76,0.0
20130204:2330,0.0,0.0,0.0,0.0,0.0,4.52,4.62,0.0
20130205:0030,0.0,0.0,0.0,0.0,0.0,4.18,4.41,0.0
20130205:0130,0.0,0.0,0.0,0.0,0.0,4.23,4.69,0.0
20130205:0230,0.0,0.0,0.0,0.0,0.0,3.96,5.03,0.0
20130205:0330,0.0,0.0,0.0,0.0,0.0,3.49,4.9,0.0
20130205:0430,0.0,0.0,0.0,0.0,0.0,3.16,4.62,0.0
20130205:0530,0.0,0.0,0.0,0.0,0.0,2.86,4.28,0.0
20130205:0630,0.0,0.0,0.0,0.0,-2.74,2.74,4.21,0.0
20130205:0730,44.41,31.49,33.46,0.91,5.89,3.16,4.14,0.0
20130205:0830,182.8,138.14,75.41,2.65,13.4,3.44,4.21,0.0
20130205:0930,262.11,174.12,124.01,4.31,19.31,4.07,4.34,0.0
20130205:1030,439.92,342.02,150.58,6.41,23.14,4.73,5.1,0.0
20130205:1130,527.82,423.61,168.79,7.63,24.47,5.45,5.86,0.0
20130205:1230,340.96,212.82,169.93,5.93,23.14,5.08,6.9,0.0
20130205:1330,133.93,51.3,110.61,3.33,19.32,4.59,5.24,0.0
20130205:1430,87.97,54.22,58.43,1.92,13.4,3.67,4.48,0.0
20130205:1530,32.49,28.41,23.84,0.74,5.89,2.8,4.48,0.0
20130205:1630,0.0,0.0,0.0,0.0,-2.73,2.29,3.59,0.0
20130205:1730,0.0,0.0,0.0,0.0,0.0,1.55,2.83,0.0
20130205:1830,0.0,0.0,0.0,0.0,0.0,0.93,2.28,0.0
20130205:1930,0.0,0.0,0.0,0.0,0.0,0.29,2.48,0.0
20130205:2030,0.0,0.0,0.0,0.0,0.0,0.11,2.55,0.0
20130205:2130,0.0,0.0,0.0,0.0,0.0,0.1,2.62,0.0
20130205:2230,0.0,0.0,0.0,0.0,0.0,-0.07,2.9,0.0
20130205:2330,0.0,0.0,0.0,0.0,0.0,-0.13,3.45,0.0
20130206:0030,0.0,0.0,0.0,0.0,0.0,0.03,3.86,0.0
20130206:0130,0.0,0.0,0.0,0.0,0.0,-0.33,3.31,0.0
20130206:0230,0.0,0.0,0.0,0.0,0.0,-0.79,3.1,0.0
20130206:0330,0.0,0.0,0.0,0.0,0.0,-0.89,2.9,0.0
20130206:0430,0.0,0.0,0.0,0.0,0.0,-0.88,2.62,0.0
20130206:0530,0.0,0.0,0.0,0.0,0.0,-1.04,2.34,0.0
20130206:0630,0.0,0.0,0.0,0.0,-2.51,-1.04,2.21,0.0
20130206:0730,42.59,28.98,32.96,0.91,6.13,-0.76,2.07,0.0
20130206:0830,189.44,132.91,85.3,2.85,13.65,-0.45,2.14,0.0
20130206:0930,233.51,142.89,121.48,4.08,19.59,0.5,2.97,0.0
20130206:1030,191.07,65.22,155.35,4.59,23.44,1.25,3.24,0.0
20130206:1130,126.94,33.17,120.01,3.51,24.78,1.79,2.69,0.0
20130206:1230,148.73,48.23,128.24,3.82,23.45,1.79,2.28,0.0
20130206:1330,100.78,28.91,96.47,2.83,19.61,1.8,2.34,0.0
20130206:1430,47.19,0.62,66.3,1.82,13.68,1.59,2.07,0.0
20130206:1530,11.64,0.0,24.18,0.66,6.16,1.16,1.24,0.0
20130206:1630,0.0,0.0,0.0,0.0,-2.48,0.56,1.38,0.0
20130206:1730,0.0,0.0,0.0,0.0,0.0,-0.06,1.45,0.0
20130206:1830,0.0,0.0,0.0,0.0,0.0,-0.95,1.24,0.0
20130206:1930,0.0,0.0,0.0,0.0,0.0,-1.09,1.03,0.0
20130206:2030,0.0,0.0,0.0,0.0,0.0,-1.07,1.03,0.0
20130206:2130,0.0,0.0,0.0,0.0,0.0,-0.72,1.17,0.0
20130206:2230,0.0,0.0,0.0,0.0,0.0,-0.71,1.31,0.0
20130206:2330,0.0,0.0,0.0,0.0,0.0,-0.81,1.45,0.0
20130207:0030,0.0,0.0,0.0,0.0,0.0,-1.02,1.72,0.0
20130207:0130,0.0,0.0,0.0,0.0,0.0,-1.08,1.86,0.0
20130207:0230,0.0,0.0,0.0,0.0,0.0,-1.13,1.93,0.0
20130207:0330,0.0,0.0,0.0,0.0,0.0,-1.23,2.0,0.0
20130207:0430,0.0,0.0,0.0,0.0,0.0,-1.59,2.21,0.0
20130207:0530,0.0,0.0,0.0,0.0,0.0,-1.81,2.21,0.0
20130207:0630,0.0,0.0,0.0,0.0,-2.28,-2.11,2.41,0.0
20130207:0730,70.28,57.87,34.93,1.02,6.37,-1.93,2.41,0.0
20130207:0830,197.4,124.31,100.87,3.16,13.92,-1.26,3.52,0.0
20130207:0930,331.97,223.49,143.43,5.09,19.88,-0.72,3.72,0.0
20130207:1030,226.65,107.26,148.81,4.7,23.74,-0.1,3.66,0.0
20130207:1130,257.21,129.01,159.95,5.19,25.09,0.34,3.45,0.0
20130207:1230,439.38,325.38,160.71,6.72,23.76,0.53,3.66,0.0
20130207:1330,423.04,321.3,148.89,6.19,19.91,0.98,3.66,0.0
20130207:1430,281.09,211.67,107.22,4.05,13.96,1.18,3.45,0.0
20130207:1530,104.72,87.69,47.72,1.49,6.43,0.55,3.38,0.0
20130207:1630,0.0,0.0,0.0,0.0,-2.22,-0.05,3.38,0.0
20130207:1730,0.0,0.0,0.0,0.0,0.0,-0.7,2.83,0.0
20130207:1830,0.0,0.0,0.0,0.0,0.0,-1.27,2.41,0.0
20130207:1930,0.0,0.0,0.0,0.0,0.0,-1.4,2.34,0.0
20130207:2030,0.0,0.0,0.0,0.0,0.0,-2.05,2.07,0.0
20130207:2130,0.0,0.0,0.0,0.0,0.0,-3.05,1.79,0.0
20130207:2230,0.0,0.0,0.0,0.0,0.0,-3.75,1.59,0.0
20130207:2330,0.0,0.0,0.0,0.0,0.0,-3.84,1.45,0.0
20130208:0030,0.0,0.0,0.0,0.0,0.0,-3.69,1.45,0.0
20130208:0130,0.0,0.0,0.0,0.0,0.0,-3.81,1.45,0.0
20130208:0230,0.0,0.0,0.0,0.0,0.0,-4.21,1.52,0.0
20130208:0330,0.0,0.0,0.0,0.0,0.0,-4.42,1.52,0.0
20130208:0430,0.0,0.0,0.0,0.0,0.0,-4.31,1.59,0.0
20130208:0530,0.0,0.0,0.0,0.0,0.0,-4.52,1.72,0.0
20130208:0630,0.0,0.0,0.0,0.0,-2.05,-4.07,1.79,0.0
20130208:0730,216.12,183.28,66.64,1.91,6.62,-3.58,1.31,0.0
20130208:0830,425.05,350.49,118.8,4.8,14.19,-3.81,1.86,0.0
20130208:0930,513.44,425.24,144.0,6.64,20.17,-2.76,1.86,0.0
20130208:1030,616.63,546.29,149.23,8.34,24.05,-0.76,2.0,0.0
20130208:1130,562.4,440.05,192.97,8.38,25.4,-0.03,2.07,0.0
20130208:1230,511.98,388.45,186.46,7.79,24.07,0.61,2.21,0.0
20130208:1330,423.93,334.36,139.8,6.2,20.21,0.77,2.34,0.0
20130208:1430,287.44,214.89,111.62,4.2,14.25,0.66,2.28,0.0
20130208:1530,80.37,64.4,43.14,1.35,6.7,0.26,2.14,0.0
20130208:1630,0.0,0.0,0.0,0.0,-1.97,-1.01,1.38,0.0
20130208:1730,0.0,0.0,0.0,0.0,0.0,-2.79,1.45,0.0
20130208:1830,0.0,0.0,0.0,0.0,0.0,-2.95,1.45,0.0
20130208:1930,0.0,0.0,0.0,0.0,0.0,-3.0,1.38,0.0
20130208:2030,0.0,0.0,0.0,0.0,0.0,-3.48,1.45,0.0
20130208:2130,0.0,0.0,0.0,0.0,0.0,-3.91,1.59,0.0
20130208:2230,0.0,0.0,0.0,0.0,0.0,-4.09,1.52,0.0
20130208:2330,0.0,0.0,0.0,0.0,0.0,-4.36,1.86,0.0
20130209:0030,0.0,0.0,0.0,0.0,0.0,-3.69,2.14,0.0
20130209:0130,0.0,0.0,0.0,0.0,0.0,-3.32,2.34,0.0
20130209:0230,0.0,0.0,0.0,0.0,0.0,-3.21,2.48,0.0
20130209:0330,0.0,0.0,0.0,0.0,0.0,-3.35,2.41,0.0
20130209:0430,0.0,0.0,0.0,0.0,0.0,-3.66,2.34,0.0
20130209:0530,0.0,0.0,0.0,0.0,0.0,-3.79,2.41,0.0
20130209:0630,0.0,0.0,0.0,0.0,-1.81,-3.66,2.48,0.0
20130209:0730,100.66,75.08,49.83,1.4,6.88,-3.7,2.14,0.0
20130209:0830,225.02,146.83,105.56,3.43,14.46,-3.47,2.62,0.0
20130209:0930,337.15,218.91,151.38,5.3,20.46,-3.02,2.76,0.0
20130209:1030,463.49,348.67,160.47,6.85,24.36,-2.29,2.69,0.0
20130209:1130,576.61,453.49,186.62,8.46,25.72,-1.55,2.83,0.0
20130209:1230,454.34,320.0,182.67,7.2,24.39,-0.88,2.76,0.0
20130209:1330,364.97,242.03,163.36,5.95,20.52,-0.58,2.69,0.0
20130209:1430,115.81,83.21,57.4,2.17,14.54,-0.52,2.55,0.0
20130209:1530,83.87,55.74,54.39,1.58,6.97,-1.17,2.07,0.0
20130209:1630,0.0,0.0,0.0,0.0,-1.71,-2.17,1.86,0.0
20130209:1730,0.0,0.0,0.0,0.0,0.0,-4.52,1.72,0.0
20130209:1830,0.0,0.0,0.0,0.0,0.0,-4.44,1.59,0.0
20130209:1930,0.0,0.0,0.0,0.0,0.0,-2.44,1.17,0.0
20130209:2030,0.0,0.0,0.0,0.0,0.0,-2.51,1.03,0.0
20130209:2130,0.0,0.0,0.0,0.0,0.0,-2.75,0.83,0.0
20130209:2230,0.0,0.0,0.0,0.0,0.0,-2.97,0.62,0.0
20130209:2330,0.0,0.0,0.0,0.0,0.0,-3.15,0.41,0.0
20130210:0030,0.0,0.0,0.0,0.0,0.0,-3.32,0.28,0.0
20130210:0130,0.0,0.0,0.0,0.0,0.0,-3.5,0.14,0.0
20130210:0230,0.0,0.0,0.0,0.0,0.0,-3.68,0.21,0.0
20130210:0330,0.0,0.0,0.0,0.0,0.0,-3.86,0.41,0.0
20130210:0430,0.0,0.0,0.0,0.0,0.0,-4.05,0.48,0.0
20130210:0530,0.0,0.0,0.0,0.0,0.0,-4.14,0.48,0.0
20130210:0630,0.0,0.0,0.0,0.0,-1.57,-4.27,0.55,0.0
20130210:0730,177.94,147.93,60.05,1.81,7.14,-4.39,0.9,0.0
20130210:0830,413.37,338.31,119.56,4.87,14.74,-4.19,1.17,0.0
20130210:0930,520.76,402.25,174.52,7.1,20.76,-4.73,1.24,0.0
20130210:1030,698.02,626.51,165.22,9.5,24.67,-3.0,1.66,0.0
20130210:1130,620.56,508.33,190.49,9.09,26.05,-1.21,2.07,0.0
20130210:1230,525.39,387.26,198.96,8.13,24.71,-0.74,2.34,0.0
20130210:1330,358.43,214.44,184.88,6.23,20.82,-0.44,2.48,0.0
20130210:1430,214.84,118.91,127.26,3.99,14.83,-0.34,2.69,0.0
20130210:1530,106.48,74.67,61.02,1.81,7.24,-0.56,2.76,0.0
20130210:1630,0.0,0.0,0.0,0.0,-1.45,-1.51,2.34,0.0
20130210:1730,0.0,0.0,0.0,0.0,0.0,-3.15,2.34,0.0
20130210:1830,0.0,0.0,0.0,0.0,0.0,-4.23,2.62,0.0
20130210:1930,0.0,0.0,0.0,0.0,0.0,-5.06,2.69,0.0
20130210:2030,0.0,0.0,0.0,0.0,0.0,-5.34,2.97,0.0
20130210:2130,0.0,0.0,0.0,0.0,0.0,-5.18,3.17,0.0
20130210:2230,0.0,0.0,0.0,0.0,0.0,-4.87,3.52,0.0
20130210:2330,0.0,0.0,0.0,0.0,0.0,-4.63,3.79,0.0
20130211:0030,0.0,0.0,0.0,0.0,0.0,-4.53,3.86,0.0
20130211:0130,0.0,0.0,0.0,0.0,0.0,-4.89,3.86,0.0
20130211:0230,0.0,0.0,0.0,0.0,0.0,-5.02,3.93,0.0
20130211:0330,0.0,0.0,0.0,0.0,0.0,-5.2,3.86,0.0
20130211:0430,0.0,0.0,0.0,0.0,0.0,-5.45,3.72,0.0
20130211:0530,0.0,0.0,0.0,0.0,0.0,-5.65,3.59,0.0
20130211:0630,0.0,0.0,0.0,0.0,-1.32,-5.81,3.52,0.0
20130211:0730,235.3,189.54,75.74,2.24,7.4,-6.09,3.59,0.0
20130211:0830,458.04,375.71,122.27,5.23,15.02,-5.29,3.17,0.0
20130211:0930,644.39,554.82,150.24,8.06,21.06,-3.84,4.14,0.0
20130211:1030,648.72,511.12,203.26,9.13,24.99,-2.26,4.34,0.0
20130211:1130,626.55,473.05,220.12,9.35,26.37,-1.04,4.28,0.0
20130211:1230,482.83,324.37,208.21,7.84,25.03,-0.13,4.14,0.0
20130211:1330,370.78,235.34,175.47,6.24,21.13,0.28,4.07,0.0
20130211:1430,190.81,97.51,122.87,3.81,15.12,0.34,4.07,0.0
20130211:1530,107.98,74.76,62.55,1.87,7.52,-0.09,3.59,0.0
20130211:1630,0.0,0.0,0.0,0.0,-1.19,-1.11,3.52,0.0
20130211:1730,0.0,0.0,0.0,0.0,0.0,-2.05,3.59,0.0
20130211:1830,0.0,0.0,0.0,0.0,0.0,-2.6,3.66,0.0
20130211:1930,0.0,0.0,0.0,0.0,0.0,-3.89,3.31,0.0
20130211:2030,0.0,0.0,0.0,0.0,0.0,-4.36,3.03,0.0
20130211:2130,0.0,0.0,0.0,0.0,0.0,-4.78,2.69,0.0
20130211:2230,0.0,0.0,0.0,0.0,0.0,-5.29,2.62,0.0
20130211:2330,0.0,0.0,0.0,0.0,0.0,-5.79,2.48,0.0
20130212:0030,0.0,0.0,0.0,0.0,0.0,-6.22,2.48,0.0
20130212:0130,0.0,0.0,0.0,0.0,0.0,-6.26,2.55,0.0
20130212:0230,0.0,0.0,0.0,0.0,0.0,-6.24,2.55,0.0
20130212:0330,0.0,0.0,0.0,0.0,0.0,-5.73,2.55,0.0
20130212:0430,0.0,0.0,0.0,0.0,0.0,-4.99,2.62,0.0
20130212:0530,0.0,0.0,0.0,0.0,0.0,-4.49,2.55,0.0
20130212:0630,0.0,0.0,0.0,0.0,-1.06,-3.96,2.62,0.0
20130212:0730,41.23,18.2,41.16,1.15,7.67,-3.66,2.55,0.0
20130212:0830,129.46,55.03,97.87,2.89,15.31,-3.14,2.97,0.0
20130212:0930,166.85,55.43,136.58,4.03,21.37,-2.47,3.1,0.0
20130212:1030,210.61,62.94,175.38,5.15,25.32,-1.89,3.1,0.0
20130212:1130,125.49,20.87,128.99,3.68,26.7,-1.25,3.03,0.0
20130212:1230,55.03,4.06,70.74,1.97,25.36,-1.06,2.83,0.0
20130212:1330,61.56,0.0,81.98,2.24,21.45,-1.27,2.76,0.0
20130212:1430,42.26,1.01,59.6,1.64,15.42,-1.24,3.03,0.0
20130212:1530,11.22,0.0,23.39,0.64,7.79,-1.43,2.48,0.0
20130212:1630,0.0,0.0,0.0,0.0,-0.93,-1.88,2.21,0.0
20130212:1730,0.0,0.0,0.0,0.0,0.0,-2.28,2.34,0.0
20130212:1830,0.0,0.0,0.0,0.0,0.0,-2.65,2.28,0.0
20130212:1930,0.0,0.0,0.0,0.0,0.0,-3.15,2.0,0.0
20130212:2030,0.0,0.0,0.0,0.0,0.0,-3.4,1.79,0.0
20130212:2130,0.0,0.0,0.0,0.0,0.0,-3.83,1.66,0.0
20130212:2230,0.0,0.0,0.0,0.0,0.0,-4.78,1.79,0.0
20130212:2330,0.0,0.0,0.0,0.0,0.0,-5.59,1.86,0.0
20130213:0030,0.0,0.0,0.0,0.0,0.0,-6.64,1.72,0.0
20130213:0130,0.0,0.0,0.0,0.0,0.0,-6.18,1.52,0.0
20130213:0230,0.0,0.0,0.0,0.0,0.0,-6.43,1.52,0.0
20130213:0330,0.0,0.0,0.0,0.0,0.0,-7.18,1.72,0.0
20130213:0430,0.0,0.0,0.0,0.0,0.0,-7.17,1.79,0.0
20130213:0530,0.0,0.0,0.0,0.0,0.0,-6.9,1.59,0.0
20130213:0630,0.0,0.0,0.0,0.0,-0.8,-5.98,1.31,0.0
20130213:0730,178.18,136.75,68.71,2.05,7.94,-6.51,1.59,0.0
20130213:0830,361.61,277.98,117.46,4.62,15.61,-5.51,1.93,0.0
20130213:0930,451.33,341.25,155.03,6.48,21.68,-2.91,2.28,0.0
20130213:1030,241.63,79.59,192.87,5.71,25.65,-1.27,2.21,0.0
20130213:1130,241.31,83.92,189.08,5.7,27.04,-0.52,2.07,0.0
20130213:1230,178.94,45.79,161.63,4.73,25.69,-0.02,2.07,0.0
20130213:1330,170.76,64.69,134.02,4.1,21.76,0.15,2.14,0.0
20130213:1430,143.06,72.08,98.11,3.12,15.71,0.2,2.14,0.0
20130213:1530,48.2,20.14,48.8,1.4,8.07,0.01,2.07,0.0
20130213:1630,0.0,0.0,0.0,0.0,-0.66,-0.86,1.52,0.0
20130213:1730,0.0,0.0,0.0,0.0,0.0,-1.89,1.59,0.0
20130213:1830,0.0,0.0,0.0,0.0,0.0,-3.0,1.66,0.0
20130213:1930,0.0,0.0,0.0,0.0,0.0,-4.5,1.38,0.0
20130213:2030,0.0,0.0,0.0,0.0,0.0,-4.05,1.31,0.0
20130213:2130,0.0,0.0,0.0,0.0,0.0,-3.0,1.24,0.0
20130213:2230,0.0,0.0,0.0,0.0,0.0,-3.3,1.1,0.0
20130213:2330,0.0,0.0,0.0,0.0,0.0,-3.56,1.1,0.0
20130214:0030,0.0,0.0,0.0,0.0,0.0,-3.71,1.31,0.0
20130214:0130,0.0,0.0,0.0,0.0,0.0,-4.16,1.24,0.0
20130214:0230,0.0,0.0,0.0,0.0,0.0,-4.43,1.17,0.0
20130214:0330,0.0,0.0,0.0,0.0,0.0,-4.77,1.1,0.0
20130214:0430,0.0,0.0,0.0,0.0,0.0,-5.1,1.17,0.0
20130214:0530,0.0,0.0,0.0,0.0,0.0,-5.36,1.17,0.0
20130214:0630,0.0,0.0,0.0,0.0,-0.54,-5.79,1.24,0.0
20130214:0730,143.02,102.92,66.97,1.96,8.22,-4.1,1.31,0.0
20130214:0830,363.02,271.54,129.22,4.84,15.9,-4.42,1.31,0.0
20130214:0930,539.09,419.88,176.57,7.56,22.0,-3.78,1.86,0.0
20130214:1030,671.24,588.23,174.46,9.62,25.98,-1.04,1.93,0.0
20130214:1130,697.17,615.42,184.58,10.35,27.38,-0.07,1.86,0.0
20130214:1230,636.11,557.98,167.8,9.5,26.02,0.78,1.93,0.0
20130214:1330,475.05,376.15,158.74,7.29,22.08,1.28,2.07,0.0
20130214:1430,359.05,290.0,116.66,5.24,16.01,1.49,2.28,0.0
20130214:1530,153.69,127.35,63.03,2.27,8.35,1.46,2.34,0.0
20130214:1630,0.0,0.0,0.0,0.0,-0.4,0.32,1.79,0.0
20130214:1730,0.0,0.0,0.0,0.0,0.0,-1.29,1.79,0.0
20130214:1830,0.0,0.0,0.0,0.0,0.0,-2.77,1.72,0.0
20130214:1930,0.0,0.0,0.0,0.0,0.0,-4.28,2.0,0.0
20130214:2030,0.0,0.0,0.0,0.0,0.0,-5.47,2.0,0.0
20130214:2130,0.0,0.0,0.0,0.0,0.0,-6.49,2.0,0.0
20130214:2230,0.0,0.0,0.0,0.0,0.0,-7.09,2.07,0.0
20130214:2330,0.0,0.0,0.0,0.0,0.0,-7.73,2.07,0.0
20130215:0030,0.0,0.0,0.0,0.0,0.0,-7.49,2.0,0.0
20130215:0130,0.0,0.0,0.0,0.0,0.0,-7.21,1.93,0.0
20130215:0230,0.0,0.0,0.0,0.0,0.0,-7.52,1.93,0.0
20130215:0330,0.0,0.0,0.0,0.0,0.0,-7.47,1.93,0.0
20130215:0430,0.0,0.0,0.0,0.0,0.0,-7.43,1.86,0.0
20130215:0530,0.0,0.0,0.0,0.0,0.0,-6.91,1.86,0.0
20130215:0630,0.0,0.0,0.0,0.0,-0.27,-6.54,1.72,0.0
20130215:0730,71.34,27.59,64.08,1.76,8.51,-6.12,1.45,0.0
20130215:0830,273.83,157.65,145.93,4.53,16.21,-5.14,1.31,0.0
20130215:0930,461.61,314.89,199.06,7.2,22.32,-3.01,1.1,0.0
20130215:1030,522.77,365.42,230.14,8.65,26.31,-0.26,0.76,0.0
20130215:1130,557.44,412.79,230.86,9.29,27.72,0.7,0.48,0.0
20130215:1230,496.28,345.15,224.52,8.56,26.35,1.31,0.55,0.0
20130215:1330,294.92,164.82,171.07,5.77,22.4,1.89,1.1,0.0
20130215:1430,142.22,64.26,106.38,3.31,16.31,1.86,1.66,0.0
20130215:1530,34.16,11.32,41.34,1.19,8.63,1.45,1.72,0.0
20130215:1630,0.0,0.0,0.0,0.0,-0.13,0.58,1.79,0.0
20130215:1730,0.0,0.0,0.0,0.0,0.0,-0.39,1.79,0.0
20130215:1830,0.0,0.0,0.0,0.0,0.0,-0.88,1.66,0.0
20130215:1930,0.0,0.0,0.0,0.0,0.0,-1.51,1.31,0.0
20130215:2030,0.0,0.0,0.0,0.0,0.0,-1.59,1.17,0.0
20130215:2130,0.0,0.0,0.0,0.0,0.0,-1.63,1.17,0.0
20130215:2230,0.0,0.0,0.0,0.0,0.0,-1.61,1.1,0.0
20130215:2330,0.0,0.0,0.0,0.0,0.0,-1.45,1.1,0.0
20130216:0030,0.0,0.0,0.0,0.0,0.0,-1.31,1.17,0.0
20130216:0130,0.0,0.0,0.0,0.0,0.0,-0.88,1.31,0.0
20130216:0230,0.0,0.0,0.0,0.0,0.0,-0.64,1.45,0.0
20130216:0330,0.0,0.0,0.0,0.0,0.0,-0.55,1.59,0.0
20130216:0430,0.0,0.0,0.0,0.0,0.0,-0.78,1.72,0.0
20130216:0530,0.0,0.0,0.0,0.0,0.0,-0.56,1.72,0.0
20130216:0630,0.0,0.0,4.23,0.12,0.0,-0.39,1.72,0.0
20130216:0730,90.23,58.99,55.93,1.66,8.8,-0.22,1.38,0.0
20130216:0830,202.75,117.53,115.84,3.71,16.51,0.32,1.72,0.0
20130216:0930,236.96,124.13,146.05,4.77,22.65,1.2,1.79,0.0
20130216:1030,411.56,271.4,192.68,7.19,26.66,1.87,1.72,0.0
20130216:1130,205.91,60.87,178.31,5.3,28.07,3.14,2.07,0.0
20130216:1230,220.97,74.94,181.01,5.47,26.69,3.52,1.93,0.0
20130216:1330,158.79,45.1,144.7,4.27,22.72,4.52,1.93,0.0
20130216:1430,93.34,47.32,71.79,2.34,16.61,4.61,1.79,0.0
20130216:1530,33.89,17.83,35.44,1.08,8.91,4.16,1.24,0.0
20130216:1630,0.0,0.0,3.82,0.11,0.13,3.32,1.24,0.0
20130216:1730,0.0,0.0,0.0,0.0,0.0,2.43,1.38,0.0
20130216:1830,0.0,0.0,0.0,0.0,0.0,1.61,1.38,0.0
20130216:1930,0.0,0.0,0.0,0.0,0.0,0.48,1.31,0.0
20130216:2030,0.0,0.0,0.0,0.0,0.0,0.14,1.17,0.0
20130216:2130,0.0,0.0,0.0,0.0,0.0,0.07,0.9,0.0
20130216:2230,0.0,0.0,0.0,0.0,0.0,0.01,0.76,0.0
20130216:2330,0.0,0.0,0.0,0.0,0.0,0.19,0.55,0.0
20130217:0030,0.0,0.0,0.0,0.0,0.0,0.11,0.48,0.0
20130217:0130,0.0,0.0,0.0,0.0,0.0,0.12,0.48,0.0
20130217:0230,0.0,0.0,0.0,0.0,0.0,0.03,0.48,0.0
20130217:0330,0.0,0.0,0.0,0.0,0.0,-0.29,0.62,0.0
20130217:0430,0.0,0.0,0.0,0.0,0.0,-0.21,0.48,0.0
20130217:0530,0.0,0.0,0.0,0.0,0.0,-0.69,0.62,0.0
20130217:0630,0.0,0.0,4.92,0.15,0.28,-0.8,0.76,0.0
20130217:0730,73.76,49.33,47.48,1.45,9.09,-0.2,1.45,0.0
20130217:0830,111.21,38.94,97.22,2.86,16.82,0.77,2.07,0.0
20130217:0930,137.77,56.68,107.94,3.37,22.98,1.66,1.86,0.0
20130217:1030,222.85,92.33,164.21,5.15,27.0,2.4,1.72,0.0
20130217:1130,173.66,73.33,130.96,4.21,28.42,3.29,1.59,0.0
20130217:1230,186.52,83.35,135.07,4.4,27.03,3.41,1.38,0.0
20130217:1330,176.89,88.93,119.45,4.0,23.04,3.71,1.45,0.0
20130217:1430,131.22,63.11,96.92,3.1,16.91,3.87,1.72,0.0
20130217:1530,98.39,83.92,45.36,1.77,9.19,3.79,1.79,0.0
20130217:1630,0.0,0.0,4.63,0.14,0.4,3.34,1.45,0.0
20130217:1730,0.0,0.0,0.0,0.0,0.0,2.42,1.52,0.0
20130217:1830,0.0,0.0,0.0,0.0,0.0,1.42,1.59,0.0
20130217:1930,0.0,0.0,0.0,0.0,0.0,0.6,1.66,0.0
20130217:2030,0.0,0.0,0.0,0.0,0.0,0.21,1.72,0.0
20130217:2130,0.0,0.0,0.0,0.0,0.0,-0.32,1.86,0.0
20130217:2230,0.0,0.0,0.0,0.0,0.0,-0.63,1.86,0.0
20130217:2330,0.0,0.0,0.0,0.0,0.0,-0.6,1.86,0.0
20130218:0030,0.0,0.0,0.0,0.0,0.0,-0.68,1.86,0.0
20130218:0130,0.0,0.0,0.0,0.0,0.0,-0.97,1.79,0.0
20130218:0230,0.0,0.0,0.0,0.0,0.0,-1.08,1.72,0.0
20130218:0330,0.0,0.0,0.0,0.0,0.0,-1.1,1.72,0.0
20130218:0430,0.0,0.0,0.0,0.0,0.0,-1.35,1.79,0.0
20130218:0530,0.0,0.0,0.0,0.0,0.0,-1.33,1.79,0.0
